state,county,"2020","2021","2022","2023"
 Virginia,Henry County,"50,851","50,262","49,795","49,702"
 Virginia,Highland County,"2,240","2,239","2,296","2,339"
 Virginia,Isle of Wight County,"38,707","39,391","40,135","40,711"
 Virginia,James City County,"78,487","79,991","81,483","82,654"
 Virginia,King and Queen County,"6,588","6,669","6,714","6,720"
 Virginia,King George County,"26,826","27,541","27,918","28,568"
 Virginia,King William County,"17,918","18,243","18,529","19,030"
 Virginia,Lancaster County,"10,903","10,935","10,806","10,859"
 Virginia,Lee County,"22,108","22,005","21,847","21,745"
 Virginia,Loudoun County,"422,705","428,764","432,792","436,347"
 Virginia,Louisa County,"37,796","39,016","40,030","41,037"
 Virginia,Lunenburg County,"11,947","12,001","12,002","12,038"
 Virginia,Madison County,"13,861","13,957","14,008","14,128"
 Virginia,Mathews County,"8,518","8,543","8,450","8,514"
 Virginia,Mecklenburg County,"30,283","30,333","30,527","30,648"
 Virginia,Middlesex County,"10,614","10,779","10,952","10,924"
 Virginia,Montgomery County,"99,574","98,788","98,826","98,666"
 Virginia,Nelson County,"14,740","14,838","14,747","14,705"
 Virginia,New Kent County,"23,123","23,963","24,952","26,134"
 Virginia,Northampton County,"12,213","12,068","11,978","12,021"
 Virginia,Northumberland County,"11,841","12,052","12,278","12,391"
 Virginia,Nottoway County,"15,647","15,574","15,555","15,566"
 Virginia,Orange County,"36,397","37,220","38,055","38,574"
 Virginia,Page County,"23,691","23,825","23,777","23,741"
 Virginia,Patrick County,"17,591","17,650","17,601","17,509"
 Virginia,Pittsylvania County,"60,367","60,038","59,824","59,571"
 Virginia,Powhatan County,"30,450","31,230","31,585","32,105"
 Virginia,Prince Edward County,"21,906","21,962","21,899","22,049"
 Virginia,Prince George County,"43,073","42,962","43,021","42,871"
 Virginia,Prince William County,"482,834","485,352","487,012","489,640"
 Virginia,Pulaski County,"33,807","33,816","33,683","33,655"
 Virginia,Rappahannock County,"7,320","7,431","7,453","7,414"
 Virginia,Richmond County,"8,919","9,077","9,126","9,184"
 Virginia,Roanoke County,"96,923","96,671","96,756","97,026"
 Virginia,Rockbridge County,"22,650","22,638","22,568","22,358"
 Virginia,Rockingham County,"83,774","84,518","85,414","86,568"
 Virginia,Russell County,"25,757","25,572","25,437","25,477"
 Virginia,Scott County,"21,589","21,476","21,480","21,433"
 Virginia,Shenandoah County,"44,265","44,842","44,936","45,228"
 Virginia,Smyth County,"29,787","29,608","29,408","29,216"
 Virginia,Southampton County,"17,953","18,024","17,899","17,975"
 Virginia,Spotsylvania County,"140,604","144,003","146,828","149,588"
 Virginia,Stafford County,"157,765","161,568","163,169","165,428"
 Virginia,Surry County,"6,551","6,533","6,527","6,593"
 Virginia,Sussex County,"10,787","10,815","10,640","10,757"
 Virginia,Tazewell County,"40,407","39,950","39,563","39,120"
 Virginia,Warren County,"40,792","40,965","41,404","41,843"
 Virginia,Washington County,"53,895","53,735","53,855","54,050"
 Virginia,Westmoreland County,"18,511","18,772","18,765","19,013"
 Virginia,Wise County,"36,064","35,681","35,327","35,174"
 Virginia,Wythe County,"28,324","28,201","28,115","28,104"
 Virginia,York County,"70,232","71,104","71,164","70,952"
 Virginia,Alexandria city,"159,139","155,105","155,045","155,230"
 Virginia,Bristol city,"17,299","17,065","16,940","16,807"
 Virginia,Buena Vista city,"6,622","6,622","6,569","6,566"
 Virginia,Charlottesville city,"46,469","45,746","45,272","44,983"
 Virginia,Chesapeake city,"249,781","251,763","252,459","253,886"
 Virginia,Colonial Heights city,"18,189","18,225","18,278","18,393"
 Virginia,Covington city,"5,745","5,716","5,633","5,545"
 Virginia,Danville city,"42,579","42,285","42,017","41,837"
 Virginia,Emporia city,"5,707","5,638","5,533","5,463"
 Virginia,Fairfax city,"24,177","24,353","24,752","25,144"
 Virginia,Falls Church city,"14,681","14,516","14,489","14,685"
 Virginia,Franklin city,"8,146","8,152","8,274","8,339"
 Virginia,Fredericksburg city,"27,991","28,437","28,648","28,928"
 Virginia,Galax city,"6,715","6,653","6,702","6,717"
 Virginia,Hampton city,"137,280","137,760","137,858","137,098"
 Virginia,Harrisonburg city,"51,706","51,497","51,150","51,082"
 Virginia,Hopewell city,"23,009","23,073","22,790","22,752"
 Virginia,Lexington city,"7,324","7,455","7,506","7,528"
 Virginia,Lynchburg city,"78,979","79,114","79,228","79,535"
 Virginia,Manassas city,"42,692","42,764","42,673","42,696"
 Virginia,Manassas Park city,"17,162","17,089","16,693","16,361"
 Virginia,Martinsville city,"13,474","13,534","13,697","13,763"
 Virginia,Newport News city,"186,047","184,691","183,980","183,118"
 Virginia,Norfolk city,"237,789","234,862","232,558","230,930"
 Virginia,Norton city,"3,681","3,632","3,589","3,492"
 Virginia,Petersburg city,"33,396","33,411","33,462","33,309"
 Virginia,Poquoson city,"12,473","12,628","12,624","12,635"
 Virginia,Portsmouth city,"97,955","97,652","96,954","96,793"
 Virginia,Radford city,"16,119","16,527","16,719","16,971"
 Virginia,Richmond city,"226,936","227,140","228,367","229,247"
 Virginia,Roanoke city,"99,891","98,700","97,657","97,171"
 Virginia,Salem city,"25,403","25,416","25,700","25,600"
 Virginia,Staunton city,"25,812","25,689","25,940","25,915"
 Virginia,Suffolk city,"94,750","96,337","98,426","100,659"
 Virginia,Virginia Beach city,"459,684","458,569","455,069","453,649"
 Virginia,Waynesboro city,"22,279","22,606","22,799","23,182"
 Virginia,Williamsburg city,"15,471","15,609","15,685","15,847"
 Virginia,Winchester city,"28,013","28,092","27,861","27,617"
 Washington,Adams County,"20,607","20,647","20,898","20,820"
 Washington,Asotin County,"22,324","22,469","22,536","22,549"
 Washington,Benton County,"207,419","210,599","212,829","215,219"
 Washington,Chelan County,"79,238","79,778","80,038","79,997"
 Washington,Clallam County,"77,367","78,466","77,684","77,616"
 Washington,Clark County,"505,338","512,583","516,737","521,150"
 Washington,Columbia County,"3,949","4,016","4,026","4,053"
 Washington,Cowlitz County,"111,014","111,685","112,064","112,864"
 Washington,Douglas County,"43,029","43,837","44,223","44,798"
 Washington,Ferry County,"7,198","7,290","7,468","7,497"
 Washington,Franklin County,"97,150","98,102","98,582","99,034"
 Washington,Garfield County,"2,294","2,344","2,357","2,363"
 Washington,Grant County,"99,441","100,427","101,580","102,678"
 Washington,Grays Harbor County,"75,855","76,838","77,041","77,290"
 Washington,Island County,"86,998","87,566","86,682","86,267"
 Washington,Jefferson County,"33,061","33,553","33,570","33,714"
 Washington,King County,"2,274,282","2,252,980","2,265,311","2,271,380"
 Washington,Kitsap County,"275,823","276,589","277,813","277,658"
 Washington,Kittitas County,"44,599","44,645","45,122","45,508"
 Washington,Klickitat County,"22,814","23,167","23,303","23,589"
 Washington,Lewis County,"82,553","84,569","85,357","86,154"
 Washington,Lincoln County,"10,928","11,284","11,613","11,738"
 Washington,Mason County,"66,034","67,246","68,171","68,389"
 Washington,Okanogan County,"42,139","42,772","43,460","43,712"
 Washington,Pacific County,"23,495","23,993","24,095","24,200"
 Washington,Pend Oreille County,"13,502","13,891","14,138","14,361"
 Washington,Pierce County,"923,589","927,402","926,479","928,696"
 Washington,San Juan County,"17,826","18,618","18,672","18,566"
 Washington,Skagit County,"129,902","131,005","131,322","131,417"
 Washington,Skamania County,"12,041","12,209","12,455","12,640"
 Washington,Snohomish County,"829,933","836,097","840,452","844,761"
 Washington,Spokane County,"541,175","545,510","549,740","551,455"
 Washington,Stevens County,"46,591","47,619","48,283","48,837"
 Washington,Thurston County,"295,998","298,196","298,639","299,003"
 Washington,Wahkiakum County,"4,448","4,586","4,688","4,765"
 Washington,Walla Walla County,"62,623","62,211","61,853","61,568"
 Washington,Whatcom County,"227,449","226,701","230,598","231,919"
 Washington,Whitman County,"47,807","43,224","47,579","48,012"
 Washington,Yakima County,"256,733","256,719","257,019","256,643"
 West Virginia,Barbour County,"15,467","15,449","15,391","15,378"
 West Virginia,Berkeley County,"122,699","126,180","129,379","132,440"
 West Virginia,Boone County,"21,744","21,353","20,907","20,576"
 West Virginia,Braxton County,"12,398","12,296","12,170","12,162"
 West Virginia,Brooke County,"22,476","22,068","21,694","21,373"
 West Virginia,Cabell County,"94,240","93,408","92,485","92,082"
 West Virginia,Calhoun County,"6,199","6,173","6,069","5,959"
 West Virginia,Clay County,"8,005","7,905","7,840","7,783"
 West Virginia,Doddridge County,"7,786","7,738","7,712","7,680"
 West Virginia,Fayette County,"40,428","40,036","39,388","39,072"
 West Virginia,Gilmer County,"7,396","7,392","7,330","7,254"
 West Virginia,Grant County,"10,990","10,992","10,938","10,921"
 West Virginia,Greenbrier County,"32,892","32,687","32,375","32,149"
 West Virginia,Hampshire County,"23,101","23,360","23,457","23,649"
 West Virginia,Hancock County,"29,038","28,595","28,254","28,145"
 West Virginia,Hardy County,"14,239","14,143","14,168","14,251"
 West Virginia,Harrison County,"65,838","65,402","64,752","64,639"
 West Virginia,Jackson County,"27,723","27,781","27,667","27,593"
 West Virginia,Jefferson County,"57,785","58,541","59,001","59,787"
 West Virginia,Kanawha County,"180,233","178,073","175,864","174,805"
 West Virginia,Lewis County,"17,020","16,874","16,674","16,500"
 West Virginia,Lincoln County,"20,363","20,188","19,851","19,701"
 West Virginia,Logan County,"32,514","31,846","31,206","30,827"
 West Virginia,McDowell County,"18,935","18,406","17,806","17,439"
 West Virginia,Marion County,"56,240","56,053","55,784","55,807"
 West Virginia,Marshall County,"30,494","30,164","29,667","29,405"
 West Virginia,Mason County,"25,403","25,266","24,911","24,765"
 West Virginia,Mercer County,"59,519","59,156","58,612","58,057"
 West Virginia,Mineral County,"26,889","26,897","26,902","26,867"
 West Virginia,Mingo County,"23,488","23,052","22,445","22,023"
 West Virginia,Monongalia County,"105,912","106,521","106,978","107,718"
 West Virginia,Monroe County,"12,384","12,388","12,322","12,382"
 West Virginia,Morgan County,"17,087","17,300","17,435","17,649"
 West Virginia,Nicholas County,"24,558","24,429","24,309","24,169"
 West Virginia,Ohio County,"42,341","41,846","41,463","41,194"
 West Virginia,Pendleton County,"6,132","6,093","6,067","6,029"
 West Virginia,Pleasants County,"7,650","7,604","7,570","7,428"
 West Virginia,Pocahontas County,"7,860","7,882","7,797","7,765"
 West Virginia,Preston County,"34,188","34,304","34,222","34,099"
 West Virginia,Putnam County,"57,444","57,359","57,063","56,962"
 West Virginia,Raleigh County,"74,394","73,779","72,801","72,356"
 West Virginia,Randolph County,"27,892","27,898","27,552","27,350"
 West Virginia,Ritchie County,"8,423","8,410","8,230","8,167"
 West Virginia,Roane County,"13,987","13,932","13,833","13,743"
 West Virginia,Summers County,"11,939","11,865","11,702","11,581"
 West Virginia,Taylor County,"16,691","16,528","16,410","16,388"
 West Virginia,Tucker County,"6,747","6,693","6,620","6,604"
 West Virginia,Tyler County,"8,291","8,205","8,090","7,919"
 West Virginia,Upshur County,"23,814","23,803","23,705","23,529"
 West Virginia,Wayne County,"38,873","38,564","37,980","37,686"
 West Virginia,Webster County,"8,356","8,271","8,141","8,045"
 West Virginia,Wetzel County,"14,405","14,202","13,994","13,890"
 West Virginia,Wirt County,"5,188","5,066","5,092","5,000"
 West Virginia,Wood County,"84,142","83,804","83,388","83,052"
 West Virginia,Wyoming County,"21,322","21,029","20,572","20,277"
 Wisconsin,Adams County,"20,677","20,837","21,252","21,449"
 Wisconsin,Ashland County,"16,022","16,048","16,040","16,079"
 Wisconsin,Barron County,"46,737","46,709","46,715","46,833"
 Wisconsin,Bayfield County,"16,237","16,322","16,659","16,769"
 Wisconsin,Brown County,"268,951","268,899","270,068","271,417"
 Wisconsin,Buffalo County,"13,309","13,325","13,390","13,419"
 Wisconsin,Burnett County,"16,577","16,755","16,988","17,092"
 Wisconsin,Calumet County,"52,485","52,583","52,712","53,199"
 Wisconsin,Chippewa County,"66,341","66,590","66,753","66,970"
 Wisconsin,Clark County,"34,672","34,762","34,732","34,774"
 Wisconsin,Columbia County,"58,533","58,445","58,228","58,091"
 Wisconsin,Crawford County,"16,085","16,097","16,015","15,944"
 Wisconsin,Dane County,"562,615","561,542","567,758","575,347"
 Wisconsin,Dodge County,"89,353","88,689","88,374","88,231"
 Wisconsin,Door County,"30,117","30,425","30,551","30,562"
 Wisconsin,Douglas County,"44,351","44,055","44,226","44,264"
 Wisconsin,Dunn County,"45,440","44,518","45,622","45,794"
 Wisconsin,Eau Claire County,"105,897","106,017","106,786","107,903"
 Wisconsin,Florence County,"4,565","4,593","4,706","4,682"
 Wisconsin,Fond du Lac County,"104,169","104,116","103,812","103,948"
 Wisconsin,Forest County,"9,169","9,257","9,332","9,325"
 Wisconsin,Grant County,"51,985","51,296","51,315","51,409"
 Wisconsin,Green County,"37,035","37,066","36,885","36,951"
 Wisconsin,Green Lake County,"19,017","19,249","19,208","19,344"
 Wisconsin,Iowa County,"23,719","23,807","23,958","23,956"
 Wisconsin,Iron County,"6,139","6,172","6,199","6,228"
 Wisconsin,Jackson County,"21,096","20,915","20,893","20,855"
 Wisconsin,Jefferson County,"86,208","85,782","85,725","85,743"
 Wisconsin,Juneau County,"26,775","26,763","26,775","26,594"
 Wisconsin,Kenosha County,"169,195","168,414","167,637","167,488"
 Wisconsin,Kewaunee County,"20,563","20,589","20,653","20,690"
 Wisconsin,La Crosse County,"120,921","119,331","120,252","120,486"
 Wisconsin,Lafayette County,"16,618","16,830","16,906","16,945"
 Wisconsin,Langlade County,"19,463","19,479","19,502","19,404"
 Wisconsin,Lincoln County,"28,426","28,457","28,355","28,405"
 Wisconsin,Manitowoc County,"81,387","81,506","81,198","81,331"
 Wisconsin,Marathon County,"138,078","137,755","137,955","138,612"
 Wisconsin,Marinette County,"41,889","41,858","41,966","42,106"
 Wisconsin,Marquette County,"15,590","15,784","15,777","15,838"
 Wisconsin,Menominee County,"4,257","4,297","4,206","4,226"
 Wisconsin,Milwaukee County,"938,550","924,276","918,078","916,205"
 Wisconsin,Monroe County,"46,300","46,083","45,894","46,151"
 Wisconsin,Oconto County,"39,077","39,421","39,696","39,775"
 Wisconsin,Oneida County,"37,869","38,249","38,193","38,226"
 Wisconsin,Outagamie County,"190,966","191,320","192,269","193,234"
 Wisconsin,Ozaukee County,"91,629","92,600","93,021","93,460"
 Wisconsin,Pepin County,"7,341","7,374","7,378","7,441"
 Wisconsin,Pierce County,"42,229","41,606","42,552","43,026"
 Wisconsin,Polk County,"45,039","45,466","45,546","45,762"
 Wisconsin,Portage County,"70,405","69,433","70,634","71,024"
 Wisconsin,Price County,"14,025","14,048","14,159","14,102"
 Wisconsin,Racine County,"197,568","196,505","195,961","196,613"
 Wisconsin,Richland County,"17,283","17,199","17,128","17,197"
 Wisconsin,Rock County,"163,758","164,115","163,841","164,278"
 Wisconsin,Rusk County,"14,175","14,085","14,099","14,143"
 Wisconsin,St. Croix County,"93,872","94,998","95,967","96,763"
 Wisconsin,Sauk County,"65,784","65,702","65,770","65,920"
 Wisconsin,Sawyer County,"18,118","18,226","18,521","18,552"
 Wisconsin,Shawano County,"40,855","40,829","40,987","41,109"
 Wisconsin,Sheboygan County,"118,053","117,687","117,661","117,752"
 Wisconsin,Taylor County,"19,932","19,938","19,941","20,058"
 Wisconsin,Trempealeau County,"30,818","30,723","30,891","30,899"
 Wisconsin,Vernon County,"30,696","30,917","31,063","31,170"
 Wisconsin,Vilas County,"23,097","23,508","23,742","23,885"
 Wisconsin,Walworth County,"105,323","105,296","105,664","105,822"
 Wisconsin,Washburn County,"16,616","16,748","16,871","16,930"
 Wisconsin,Washington County,"136,801","137,253","137,756","138,168"
 Wisconsin,Waukesha County,"407,496","409,108","410,273","412,591"
 Wisconsin,Waupaca County,"51,798","51,986","51,510","51,388"
 Wisconsin,Waushara County,"24,550","24,760","24,927","24,934"
 Wisconsin,Winnebago County,"171,815","170,580","170,688","171,735"
 Wisconsin,Wood County,"74,199","74,005","73,778","73,939"
 Wyoming,Albany County,"37,112","37,854","38,178","38,257"
 Wyoming,Big Horn County,"11,484","11,643","11,879","12,018"
 Wyoming,Campbell County,"47,147","46,543","47,059","47,498"
 Wyoming,Carbon County,"14,509","14,714","14,538","14,334"
 Wyoming,Converse County,"13,746","13,662","13,765","13,809"
 Wyoming,Crook County,"7,178","7,308","7,419","7,592"
 Wyoming,Fremont County,"39,202","39,416","39,566","39,815"
 Wyoming,Goshen County,"12,515","12,568","12,636","12,642"
